LogID,TransactionID,Model_Version,Prediction_Score,Decision_Engine_Result,Final_Outcome,FeatureVector
LID_077467,TID_077467,v1.3,0.0441,ACCEPT,CLEARED,"{""Txn_Amt"": 32.53, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 54.7}"
LID_077468,TID_077468,v1.2,0.3465,REVIEW,CLEARED,"{""Txn_Amt"": 54.39, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 60.8}"
LID_077469,TID_077469,v1.3,0.0024,ACCEPT,CLEARED,"{""Txn_Amt"": 46.63, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 15.5}"
LID_077470,TID_077470,v1.3,0.3445,REVIEW,CLEARED,"{""Txn_Amt"": 60.08, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 52.3}"
LID_077471,TID_077471,v1.3,0.0948,ACCEPT,CLEARED,"{""Txn_Amt"": 130.33, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 79.4}"
LID_077472,TID_077472,v1.4,0.0082,ACCEPT,CLEARED,"{""Txn_Amt"": 92.91, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 54.8}"
LID_077473,TID_077473,v1.3,0.3173,REVIEW,CLEARED,"{""Txn_Amt"": 156.77, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 13.0}"
LID_077474,TID_077474,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 390.15, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 10.4}"
LID_077475,TID_077475,v1.3,0.0164,ACCEPT,CLEARED,"{""Txn_Amt"": 37.59, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 97.1}"
LID_077476,TID_077476,v1.3,0.0158,ACCEPT,CLEARED,"{""Txn_Amt"": 31.25, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 33.9}"
LID_077477,TID_077477,v1.3,0.4218,REVIEW,CLEARED,"{""Txn_Amt"": 63.5, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 89.0}"
LID_077478,TID_077478,v1.4,0.4278,REVIEW,CLEARED,"{""Txn_Amt"": 12.23, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 40.2}"
LID_077479,TID_077479,v1.3,0.0291,ACCEPT,CLEARED,"{""Txn_Amt"": 21.1, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 30.8}"
LID_077480,TID_077480,v1.3,0.1099,REVIEW,CLEARED,"{""Txn_Amt"": 63.31, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 26.7}"
LID_077481,TID_077481,v1.2,0.4048,REVIEW,FRAUD,"{""Txn_Amt"": 13.76, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 60.4}"
LID_077482,TID_077482,v1.4,0.0025,ACCEPT,CLEARED,"{""Txn_Amt"": 42.67, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 23.6}"
LID_077483,TID_077483,v1.3,0.0054,ACCEPT,CLEARED,"{""Txn_Amt"": 141.75, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 60.7}"
LID_077484,TID_077484,v1.3,0.0026,ACCEPT,CLEARED,"{""Txn_Amt"": 30.33, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 51.1}"
LID_077485,TID_077485,v1.3,0.0067,ACCEPT,CLEARED,"{""Txn_Amt"": 155.48, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 57.0}"
LID_077486,TID_077486,v1.4,0.0431,ACCEPT,CLEARED,"{""Txn_Amt"": 84.09, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 57.7}"
LID_077487,TID_077487,v1.2,0.1136,REVIEW,CLEARED,"{""Txn_Amt"": 49.29, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 28.4}"
LID_077488,TID_077488,v1.3,0.0056,ACCEPT,CLEARED,"{""Txn_Amt"": 33.97, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 97.6}"
LID_077489,TID_077489,v1.3,0.2948,REVIEW,CLEARED,"{""Txn_Amt"": 74.55, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 51.1}"
LID_077490,TID_077490,v1.3,0.0691,ACCEPT,CLEARED,"{""Txn_Amt"": 130.39, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 40.7}"
LID_077491,TID_077491,v1.4,0.3598,REVIEW,CLEARED,"{""Txn_Amt"": 21.09, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 56.9}"
LID_077492,TID_077492,v1.3,0.0058,ACCEPT,CLEARED,"{""Txn_Amt"": 132.68, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 8.3}"
LID_077493,TID_077493,v1.3,0.113,REVIEW,CLEARED,"{""Txn_Amt"": 96.99, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 73.8}"
LID_077494,TID_077494,v1.4,0.0032,ACCEPT,CLEARED,"{""Txn_Amt"": 121.69, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 73.4}"
LID_077495,TID_077495,v1.4,0.1481,REVIEW,CLEARED,"{""Txn_Amt"": 114.65, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 88.2}"
LID_077496,TID_077496,v1.3,0.0693,ACCEPT,CLEARED,"{""Txn_Amt"": 107.32, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 35.0}"
LID_077497,TID_077497,v1.4,0.44,REVIEW,CLEARED,"{""Txn_Amt"": 115.32, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 44.7}"
LID_077498,TID_077498,v1.3,0.5328,DECLINE,FRAUD,"{""Txn_Amt"": 50.01, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 25.0}"
LID_077499,TID_077499,v1.3,0.0196,ACCEPT,CLEARED,"{""Txn_Amt"": 138.31, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 56.0}"
LID_077500,TID_077500,v1.3,0.0044,ACCEPT,CLEARED,"{""Txn_Amt"": 11.49, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 48.1}"
LID_077501,TID_077501,v1.4,0.0487,ACCEPT,CLEARED,"{""Txn_Amt"": 28.16, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 13.4}"
LID_077502,TID_077502,v1.3,0.1414,REVIEW,CLEARED,"{""Txn_Amt"": 311.74, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 14.8}"
LID_077503,TID_077503,v1.3,0.0248,ACCEPT,CLEARED,"{""Txn_Amt"": 62.0, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 88.7}"
LID_077504,TID_077504,v1.3,0.0448,ACCEPT,CLEARED,"{""Txn_Amt"": 222.84, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 40.0}"
LID_077505,TID_077505,v1.3,0.0135,ACCEPT,CLEARED,"{""Txn_Amt"": 74.48, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 46.1}"
LID_077506,TID_077506,v1.3,0.1392,REVIEW,CLEARED,"{""Txn_Amt"": 166.64, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 71.3}"
LID_077507,TID_077507,v1.2,0.1824,REVIEW,CLEARED,"{""Txn_Amt"": 150.85, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 52.8}"
LID_077508,TID_077508,v1.2,0.349,REVIEW,CLEARED,"{""Txn_Amt"": 66.66, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 98.1}"
LID_077509,TID_077509,v1.4,0.0117,ACCEPT,CLEARED,"{""Txn_Amt"": 66.61, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 5.6}"
LID_077510,TID_077510,v1.3,0.0032,ACCEPT,CLEARED,"{""Txn_Amt"": 167.78, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 19.3}"
LID_077511,TID_077511,v1.4,0.0015,ACCEPT,CLEARED,"{""Txn_Amt"": 317.99, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 33.4}"
LID_077512,TID_077512,v1.3,0.0425,ACCEPT,CLEARED,"{""Txn_Amt"": 19.34, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 1.5}"
LID_077513,TID_077513,v1.3,0.0505,ACCEPT,CLEARED,"{""Txn_Amt"": 25.14, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 90.4}"
LID_077514,TID_077514,v1.4,0.0028,ACCEPT,CLEARED,"{""Txn_Amt"": 135.27, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 66.4}"
LID_077515,TID_077515,v1.3,0.0378,ACCEPT,CLEARED,"{""Txn_Amt"": 953.23, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 62.9}"
LID_077516,TID_077516,v1.3,0.0666,ACCEPT,CLEARED,"{""Txn_Amt"": 54.51, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 68.7}"
LID_077517,TID_077517,v1.3,0.0546,ACCEPT,CLEARED,"{""Txn_Amt"": 94.98, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 80.5}"
LID_077518,TID_077518,v1.4,0.0357,ACCEPT,CLEARED,"{""Txn_Amt"": 48.2, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 66.6}"
LID_077519,TID_077519,v1.3,0.0469,ACCEPT,CLEARED,"{""Txn_Amt"": 25.41, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 37.4}"
LID_077520,TID_077520,v1.3,0.0439,ACCEPT,CLEARED,"{""Txn_Amt"": 128.43, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 2.8}"
LID_077521,TID_077521,v1.4,0.0044,ACCEPT,CLEARED,"{""Txn_Amt"": 257.05, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 82.0}"
LID_077522,TID_077522,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 287.57, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 11.3}"
LID_077523,TID_077523,v1.2,0.0606,ACCEPT,CLEARED,"{""Txn_Amt"": 64.04, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 30.8}"
LID_077524,TID_077524,v1.2,0.3698,REVIEW,CLEARED,"{""Txn_Amt"": 51.27, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 18.5}"
LID_077525,TID_077525,v1.3,0.2288,REVIEW,CLEARED,"{""Txn_Amt"": 64.25, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 58.3}"
LID_077526,TID_077526,v1.4,0.0891,ACCEPT,CLEARED,"{""Txn_Amt"": 142.93, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 80.6}"
LID_077527,TID_077527,v1.3,0.002,ACCEPT,CLEARED,"{""Txn_Amt"": 85.5, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 3.1}"
LID_077528,TID_077528,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 75.02, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 37.6}"
LID_077529,TID_077529,v1.3,0.0301,ACCEPT,CLEARED,"{""Txn_Amt"": 5.5, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 83.9}"
LID_077530,TID_077530,v1.4,0.0134,ACCEPT,CLEARED,"{""Txn_Amt"": 26.62, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 5.8}"
LID_077531,TID_077531,v1.2,0.3576,REVIEW,CLEARED,"{""Txn_Amt"": 111.95, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 97.1}"
LID_077532,TID_077532,v1.3,0.1954,REVIEW,CLEARED,"{""Txn_Amt"": 34.11, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 10.7}"
LID_077533,TID_077533,v1.3,0.0335,ACCEPT,CLEARED,"{""Txn_Amt"": 55.29, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 9.3}"
LID_077534,TID_077534,v1.3,0.0014,ACCEPT,CLEARED,"{""Txn_Amt"": 144.12, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 81.5}"
LID_077535,TID_077535,v1.3,0.2833,REVIEW,CLEARED,"{""Txn_Amt"": 134.14, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 66.5}"
LID_077536,TID_077536,v1.4,0.0899,ACCEPT,CLEARED,"{""Txn_Amt"": 147.2, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 46.5}"
LID_077537,TID_077537,v1.3,0.0011,ACCEPT,CLEARED,"{""Txn_Amt"": 82.32, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 33.5}"
LID_077538,TID_077538,v1.3,0.0698,ACCEPT,CLEARED,"{""Txn_Amt"": 33.93, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 26.7}"
LID_077539,TID_077539,v1.4,0.0418,ACCEPT,CLEARED,"{""Txn_Amt"": 141.32, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 37.3}"
LID_077540,TID_077540,v1.3,0.0173,ACCEPT,CLEARED,"{""Txn_Amt"": 29.12, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 49.9}"
LID_077541,TID_077541,v1.3,0.0364,ACCEPT,CLEARED,"{""Txn_Amt"": 22.63, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 34.4}"
LID_077542,TID_077542,v1.4,0.0514,ACCEPT,CLEARED,"{""Txn_Amt"": 221.33, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 21.7}"
LID_077543,TID_077543,v1.3,0.0123,ACCEPT,CLEARED,"{""Txn_Amt"": 26.04, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 62.1}"
LID_077544,TID_077544,v1.4,0.0472,ACCEPT,CLEARED,"{""Txn_Amt"": 34.98, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 84.0}"
LID_077545,TID_077545,v1.4,0.0036,ACCEPT,CLEARED,"{""Txn_Amt"": 177.84, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 27.9}"
LID_077546,TID_077546,v1.3,0.1165,REVIEW,CLEARED,"{""Txn_Amt"": 51.29, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 12.4}"
LID_077547,TID_077547,v1.4,0.0237,ACCEPT,CLEARED,"{""Txn_Amt"": 54.54, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 4.2}"
LID_077548,TID_077548,v1.3,0.1529,REVIEW,CLEARED,"{""Txn_Amt"": 222.49, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 68.5}"
LID_077549,TID_077549,v1.3,0.0179,ACCEPT,CLEARED,"{""Txn_Amt"": 37.25, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 40.3}"
LID_077550,TID_077550,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 99.97, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 5.1}"
LID_077551,TID_077551,v1.4,0.0177,ACCEPT,CLEARED,"{""Txn_Amt"": 31.78, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 5.9}"
LID_077552,TID_077552,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 59.66, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 19.4}"
LID_077553,TID_077553,v1.3,0.0602,ACCEPT,CLEARED,"{""Txn_Amt"": 24.62, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 97.5}"
LID_077554,TID_077554,v1.3,0.1259,REVIEW,CLEARED,"{""Txn_Amt"": 243.47, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 86.9}"
LID_077555,TID_077555,v1.3,0.0566,ACCEPT,CLEARED,"{""Txn_Amt"": 53.23, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 52.2}"
LID_077556,TID_077556,v1.3,0.2242,REVIEW,CLEARED,"{""Txn_Amt"": 236.42, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 68.7}"
LID_077557,TID_077557,v1.3,0.2061,REVIEW,FRAUD,"{""Txn_Amt"": 88.06, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 7.1}"
LID_077558,TID_077558,v1.3,0.3842,REVIEW,CLEARED,"{""Txn_Amt"": 37.46, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 77.5}"
LID_077559,TID_077559,v1.4,0.0307,ACCEPT,CLEARED,"{""Txn_Amt"": 14.11, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 49.5}"
LID_077560,TID_077560,v1.3,0.265,REVIEW,CLEARED,"{""Txn_Amt"": 15.46, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 13.2}"
LID_077561,TID_077561,v1.2,0.0437,ACCEPT,CLEARED,"{""Txn_Amt"": 35.77, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 87.5}"
LID_077562,TID_077562,v1.3,0.0222,ACCEPT,CLEARED,"{""Txn_Amt"": 113.67, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 10.5}"
LID_077563,TID_077563,v1.2,0.0028,ACCEPT,CLEARED,"{""Txn_Amt"": 66.59, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 96.3}"
LID_077564,TID_077564,v1.4,0.0388,ACCEPT,CLEARED,"{""Txn_Amt"": 54.73, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 3.3}"
LID_077565,TID_077565,v1.3,0.0188,ACCEPT,CLEARED,"{""Txn_Amt"": 20.19, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 75.5}"
LID_077566,TID_077566,v1.2,0.2403,REVIEW,CLEARED,"{""Txn_Amt"": 53.44, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 69.2}"
LID_077567,TID_077567,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 126.71, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 37.3}"
LID_077568,TID_077568,v1.2,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 25.21, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 65.4}"
LID_077569,TID_077569,v1.2,0.0482,ACCEPT,CLEARED,"{""Txn_Amt"": 114.19, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 24.5}"
LID_077570,TID_077570,v1.3,0.2905,REVIEW,CLEARED,"{""Txn_Amt"": 67.05, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 7.5}"
LID_077571,TID_077571,v1.4,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 196.11, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 88.4}"
LID_077572,TID_077572,v1.3,0.1563,REVIEW,CLEARED,"{""Txn_Amt"": 10.98, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 90.0}"
LID_077573,TID_077573,v1.2,0.0787,ACCEPT,CLEARED,"{""Txn_Amt"": 45.1, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 91.3}"
LID_077574,TID_077574,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 43.09, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 24.2}"
LID_077575,TID_077575,v1.3,0.3965,REVIEW,CLEARED,"{""Txn_Amt"": 66.47, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 9.3}"
LID_077576,TID_077576,v1.3,0.2357,REVIEW,CLEARED,"{""Txn_Amt"": 13.22, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 56.0}"
LID_077577,TID_077577,v1.4,0.1532,REVIEW,CLEARED,"{""Txn_Amt"": 58.56, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 54.6}"
LID_077578,TID_077578,v1.4,0.0566,ACCEPT,CLEARED,"{""Txn_Amt"": 349.4, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 57.4}"
LID_077579,TID_077579,v1.3,0.2422,REVIEW,CLEARED,"{""Txn_Amt"": 42.67, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 49.7}"
LID_077580,TID_077580,v1.3,0.169,REVIEW,CLEARED,"{""Txn_Amt"": 22.77, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 88.6}"
LID_077581,TID_077581,v1.4,0.0112,ACCEPT,CLEARED,"{""Txn_Amt"": 19.21, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 67.5}"
LID_077582,TID_077582,v1.4,0.227,REVIEW,CLEARED,"{""Txn_Amt"": 70.78, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 87.2}"
LID_077583,TID_077583,v1.3,0.0231,ACCEPT,CLEARED,"{""Txn_Amt"": 232.85, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 12.1}"
LID_077584,TID_077584,v1.3,0.0021,ACCEPT,CLEARED,"{""Txn_Amt"": 53.94, ""Txn_Count_5m"": 2, ""Geo_Match"": true, ""Risk_Score"": 46.6}"
LID_077585,TID_077585,v1.3,0.4113,REVIEW,CLEARED,"{""Txn_Amt"": 9.5, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 59.7}"
LID_077586,TID_077586,v1.3,0.0182,ACCEPT,CLEARED,"{""Txn_Amt"": 201.2, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 20.0}"
LID_077587,TID_077587,v1.4,0.0563,ACCEPT,CLEARED,"{""Txn_Amt"": 88.5, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 99.3}"
LID_077588,TID_077588,v1.3,0.0825,ACCEPT,CLEARED,"{""Txn_Amt"": 65.11, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 38.1}"
LID_077589,TID_077589,v1.4,0.0731,ACCEPT,CLEARED,"{""Txn_Amt"": 36.47, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 83.9}"
LID_077590,TID_077590,v1.2,0.0502,ACCEPT,CLEARED,"{""Txn_Amt"": 167.16, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 55.7}"
LID_077591,TID_077591,v1.3,0.0023,ACCEPT,CLEARED,"{""Txn_Amt"": 447.14, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 96.1}"
LID_077592,TID_077592,v1.4,0.0184,ACCEPT,CLEARED,"{""Txn_Amt"": 657.47, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 62.0}"
LID_077593,TID_077593,v1.3,0.1284,REVIEW,CLEARED,"{""Txn_Amt"": 51.77, ""Txn_Count_5m"": 4, ""Geo_Match"": true, ""Risk_Score"": 2.0}"
LID_077594,TID_077594,v1.3,0.2222,REVIEW,CLEARED,"{""Txn_Amt"": 139.91, ""Txn_Count_5m"": 3, ""Geo_Match"": false, ""Risk_Score"": 97.2}"
LID_077595,TID_077595,v1.4,0.0247,ACCEPT,CLEARED,"{""Txn_Amt"": 511.78, ""Txn_Count_5m"": 1, ""Geo_Match"": false, ""Risk_Score"": 41.0}"
LID_077596,TID_077596,v1.4,0.0176,ACCEPT,CLEARED,"{""Txn_Amt"": 39.03, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 99.1}"
LID_077597,TID_077597,v1.3,0.007,ACCEPT,FRAUD,"{""Txn_Amt"": 276.58, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 35.4}"
LID_077598,TID_077598,v1.3,0.0047,ACCEPT,CLEARED,"{""Txn_Amt"": 127.78, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 17.9}"
LID_077599,TID_077599,v1.3,0.042,ACCEPT,CLEARED,"{""Txn_Amt"": 25.3, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 50.7}"
LID_077600,TID_077600,v1.3,0.003,ACCEPT,CLEARED,"{""Txn_Amt"": 252.54, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 45.9}"
LID_077601,TID_077601,v1.3,0.0227,ACCEPT,CLEARED,"{""Txn_Amt"": 74.33, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 64.8}"
LID_077602,TID_077602,v1.3,0.001,ACCEPT,CLEARED,"{""Txn_Amt"": 202.96, ""Txn_Count_5m"": 0, ""Geo_Match"": true, ""Risk_Score"": 0.3}"
LID_077603,TID_077603,v1.3,0.0152,ACCEPT,CLEARED,"{""Txn_Amt"": 246.36, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 56.5}"
LID_077604,TID_077604,v1.4,0.1398,REVIEW,CLEARED,"{""Txn_Amt"": 137.35, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 3.5}"
LID_077605,TID_077605,v1.3,0.0223,ACCEPT,CLEARED,"{""Txn_Amt"": 81.73, ""Txn_Count_5m"": 4, ""Geo_Match"": false, ""Risk_Score"": 31.1}"
LID_077606,TID_077606,v1.2,0.0255,ACCEPT,CLEARED,"{""Txn_Amt"": 179.1, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 16.9}"
LID_077607,TID_077607,v1.3,0.004,ACCEPT,CLEARED,"{""Txn_Amt"": 66.97, ""Txn_Count_5m"": 2, ""Geo_Match"": false, ""Risk_Score"": 4.2}"
LID_077608,TID_077608,v1.3,0.1475,REVIEW,FRAUD,"{""Txn_Amt"": 54.22, ""Txn_Count_5m"": 1, ""Geo_Match"": true, ""Risk_Score"": 62.2}"
LID_077609,TID_077609,v1.4,0.0079,ACCEPT,CLEARED,"{""Txn_Amt"": 167.38, ""Txn_Count_5m"": 0, ""Geo_Match"": false, ""Risk_Score"": 65.3}"
LID_077610,TID_077610,v1.4,0.0137,ACCEPT,CLEARED,"{""Txn_Amt"": 75.97, ""Txn_Count_5m"": 3, ""Geo_Match"": true, ""Risk_Score"": 88.6}"
