Blocked_ID,Block_Type,Reason_Code,Expiration_Date,Source_System
MID_4802,MERCHANT_ID,SPOOFING,2027-12-27,Manual Review
CARD_093140,CARD_HASH,SANCTIONS,2025-11-30,Manual Review
MID_3005,MERCHANT_ID,SPOOFING,2026-10-06,ML Decision
CARD_093142,CARD_HASH,SPOOFING,2028-05-02,ML Decision
MID_5344,MERCHANT_ID,HARD_FRAUD,2027-04-14,External Feed
ACC_484918,ACCOUNT_ID,VELOCITY_BREACH,2028-03-16,Manual Review
CARD_093145,CARD_HASH,HARD_FRAUD,2028-09-02,Compliance
UID_50506,USER_ID,VELOCITY_BREACH,2027-04-11,External Feed
MID_8489,MERCHANT_ID,VELOCITY_BREACH,2026-04-11,ML Decision
UID_51878,USER_ID,VELOCITY_BREACH,2026-10-12,Compliance
CARD_093149,CARD_HASH,HARD_FRAUD,2026-04-01,Manual Review
ACC_901344,ACCOUNT_ID,HARD_FRAUD,2026-11-14,Manual Review
215.216.141.96,IP_ADDRESS,WATCHLIST,2028-04-13,Compliance
UID_62753,USER_ID,HARD_FRAUD,2026-12-29,Manual Review
149.146.49.231,IP_ADDRESS,SPOOFING,2028-05-24,Compliance
UID_50919,USER_ID,SPOOFING,2026-11-11,Compliance
176.29.160.7,IP_ADDRESS,SPOOFING,2028-08-31,Compliance
ACC_167642,ACCOUNT_ID,SANCTIONS,2026-02-08,External Feed
UID_60196,USER_ID,SANCTIONS,2026-06-06,ML Decision
UID_20076,USER_ID,WATCHLIST,2027-03-06,Manual Review
UID_49851,USER_ID,HARD_FRAUD,2028-10-07,Compliance
UID_94330,USER_ID,HARD_FRAUD,2027-03-20,Manual Review
UID_42329,USER_ID,SANCTIONS,2027-06-08,External Feed
UID_69684,USER_ID,SPOOFING,2025-12-17,External Feed
203.172.84.64,IP_ADDRESS,HARD_FRAUD,2027-07-28,External Feed
UID_17388,USER_ID,HARD_FRAUD,2026-07-19,External Feed
UID_22820,USER_ID,WATCHLIST,2025-09-26,External Feed
CARD_093166,CARD_HASH,HARD_FRAUD,2026-11-11,Manual Review
108.87.204.244,IP_ADDRESS,SPOOFING,2025-03-13,ML Decision
71.174.91.236,IP_ADDRESS,HARD_FRAUD,2026-04-04,ML Decision
ACC_477476,ACCOUNT_ID,SANCTIONS,2028-07-28,ML Decision
87.85.129.159,IP_ADDRESS,SPOOFING,2026-01-31,Manual Review
UID_14152,USER_ID,WATCHLIST,2026-01-29,Compliance
CARD_093172,CARD_HASH,SPOOFING,2027-12-02,Manual Review
ACC_847686,ACCOUNT_ID,HARD_FRAUD,2024-12-14,ML Decision
51.247.164.136,IP_ADDRESS,HARD_FRAUD,2028-07-08,ML Decision
180.247.64.81,IP_ADDRESS,SPOOFING,2028-07-24,ML Decision
ACC_439530,ACCOUNT_ID,SPOOFING,2027-01-16,Compliance
CARD_093177,CARD_HASH,WATCHLIST,2027-10-28,ML Decision
70.65.25.108,IP_ADDRESS,HARD_FRAUD,2025-12-07,Manual Review
194.140.69.233,IP_ADDRESS,SPOOFING,2028-07-25,Manual Review
MID_3445,MERCHANT_ID,SPOOFING,2027-01-05,External Feed
UID_49483,USER_ID,SANCTIONS,2027-05-04,ML Decision
ACC_133691,ACCOUNT_ID,VELOCITY_BREACH,2027-06-08,Compliance
MID_7839,MERCHANT_ID,VELOCITY_BREACH,2027-04-11,External Feed
ACC_881372,ACCOUNT_ID,VELOCITY_BREACH,2027-01-04,ML Decision
UID_59375,USER_ID,HARD_FRAUD,2026-03-04,Manual Review
UID_59274,USER_ID,SANCTIONS,2027-08-15,ML Decision
ACC_665577,ACCOUNT_ID,SANCTIONS,2028-05-08,Manual Review
ACC_239236,ACCOUNT_ID,HARD_FRAUD,2028-01-23,ML Decision
ACC_864889,ACCOUNT_ID,WATCHLIST,2026-11-25,ML Decision
CARD_093190,CARD_HASH,SPOOFING,2028-10-04,Compliance
95.142.116.57,IP_ADDRESS,SANCTIONS,2027-01-05,Manual Review
ACC_931827,ACCOUNT_ID,HARD_FRAUD,2026-02-28,ML Decision
178.145.112.26,IP_ADDRESS,HARD_FRAUD,2026-08-16,External Feed
ACC_653958,ACCOUNT_ID,SANCTIONS,2028-09-25,Manual Review
ACC_693469,ACCOUNT_ID,HARD_FRAUD,2028-02-09,External Feed
ACC_642443,ACCOUNT_ID,SPOOFING,2028-02-18,External Feed
ACC_719412,ACCOUNT_ID,HARD_FRAUD,2028-09-19,External Feed
71.71.143.188,IP_ADDRESS,HARD_FRAUD,2028-09-06,ML Decision
ACC_829883,ACCOUNT_ID,HARD_FRAUD,2027-10-09,Manual Review
MID_6660,MERCHANT_ID,SPOOFING,2026-08-07,Manual Review
UID_92853,USER_ID,VELOCITY_BREACH,2028-03-22,Manual Review
218.96.139.155,IP_ADDRESS,HARD_FRAUD,2027-12-09,ML Decision
ACC_658886,ACCOUNT_ID,SPOOFING,2027-01-20,External Feed
ACC_551616,ACCOUNT_ID,SPOOFING,2028-10-06,Manual Review
ACC_501656,ACCOUNT_ID,HARD_FRAUD,2028-10-21,ML Decision
170.207.18.16,IP_ADDRESS,HARD_FRAUD,2026-03-19,Compliance
134.232.46.190,IP_ADDRESS,SPOOFING,2028-10-10,ML Decision
127.209.54.86,IP_ADDRESS,HARD_FRAUD,2027-07-21,ML Decision
MID_4055,MERCHANT_ID,SANCTIONS,2026-07-10,External Feed
CARD_093210,CARD_HASH,SPOOFING,2026-01-22,Manual Review
ACC_504643,ACCOUNT_ID,SPOOFING,2026-01-12,ML Decision
UID_16219,USER_ID,HARD_FRAUD,2028-06-03,ML Decision
ACC_248480,ACCOUNT_ID,HARD_FRAUD,2027-12-21,Manual Review
UID_34551,USER_ID,SPOOFING,2028-04-02,Compliance
ACC_225392,ACCOUNT_ID,SPOOFING,2026-05-16,ML Decision
42.140.120.174,IP_ADDRESS,SANCTIONS,2027-01-10,Manual Review
181.36.46.219,IP_ADDRESS,SANCTIONS,2027-09-15,ML Decision
MID_3711,MERCHANT_ID,HARD_FRAUD,2026-12-16,Compliance
UID_62136,USER_ID,HARD_FRAUD,2025-03-14,ML Decision
ACC_847815,ACCOUNT_ID,VELOCITY_BREACH,2026-10-20,Manual Review
73.133.140.124,IP_ADDRESS,HARD_FRAUD,2028-02-12,ML Decision
205.205.241.191,IP_ADDRESS,HARD_FRAUD,2026-04-03,ML Decision
UID_96858,USER_ID,SANCTIONS,2026-08-12,Compliance
UID_72005,USER_ID,HARD_FRAUD,2026-05-11,Manual Review
UID_96234,USER_ID,HARD_FRAUD,2026-11-12,Manual Review
234.125.52.88,IP_ADDRESS,HARD_FRAUD,2027-12-27,Compliance
38.113.52.237,IP_ADDRESS,SANCTIONS,2026-09-21,ML Decision
CARD_093228,CARD_HASH,SANCTIONS,2026-09-30,ML Decision
199.134.76.67,IP_ADDRESS,SANCTIONS,2027-05-29,ML Decision
UID_16858,USER_ID,SANCTIONS,2028-03-09,ML Decision
ACC_520023,ACCOUNT_ID,HARD_FRAUD,2027-09-08,ML Decision
ACC_162834,ACCOUNT_ID,HARD_FRAUD,2027-09-01,ML Decision
ACC_925606,ACCOUNT_ID,WATCHLIST,2027-02-16,Manual Review
UID_61832,USER_ID,HARD_FRAUD,2027-04-22,ML Decision
ACC_722666,ACCOUNT_ID,VELOCITY_BREACH,2027-02-06,External Feed
ACC_182842,ACCOUNT_ID,SPOOFING,2028-03-25,External Feed
252.193.65.158,IP_ADDRESS,WATCHLIST,2028-07-08,ML Decision
88.55.207.201,IP_ADDRESS,SPOOFING,2025-03-01,ML Decision
UID_83767,USER_ID,SPOOFING,2026-03-21,ML Decision
CARD_093240,CARD_HASH,SPOOFING,2028-02-13,Manual Review
ACC_532215,ACCOUNT_ID,VELOCITY_BREACH,2026-01-06,Manual Review
UID_25034,USER_ID,SPOOFING,2026-12-03,ML Decision
CARD_093243,CARD_HASH,VELOCITY_BREACH,2026-03-29,ML Decision
UID_29569,USER_ID,SANCTIONS,2028-02-14,Manual Review
UID_15730,USER_ID,SPOOFING,2028-04-29,ML Decision
ACC_347587,ACCOUNT_ID,HARD_FRAUD,2028-02-12,Manual Review
ACC_930448,ACCOUNT_ID,WATCHLIST,2028-08-10,ML Decision
CARD_093248,CARD_HASH,SPOOFING,2026-02-26,External Feed
CARD_093249,CARD_HASH,HARD_FRAUD,2026-11-19,External Feed
ACC_453147,ACCOUNT_ID,HARD_FRAUD,2027-01-15,ML Decision
MID_3207,MERCHANT_ID,SPOOFING,2028-05-27,Manual Review
UID_83227,USER_ID,SPOOFING,2026-10-13,Manual Review
221.130.35.212,IP_ADDRESS,SPOOFING,2026-05-12,ML Decision
MID_8457,MERCHANT_ID,WATCHLIST,2027-12-04,Manual Review
MID_8266,MERCHANT_ID,HARD_FRAUD,2026-11-28,Manual Review
UID_77122,USER_ID,HARD_FRAUD,2025-09-05,Compliance
115.12.82.121,IP_ADDRESS,SPOOFING,2026-04-01,Manual Review
UID_90965,USER_ID,SPOOFING,2027-10-19,ML Decision
ACC_983708,ACCOUNT_ID,HARD_FRAUD,2026-08-27,ML Decision
59.15.33.205,IP_ADDRESS,VELOCITY_BREACH,2028-04-10,Manual Review
UID_19223,USER_ID,SANCTIONS,2028-02-03,ML Decision
UID_99297,USER_ID,SPOOFING,2027-12-04,ML Decision
83.116.90.73,IP_ADDRESS,HARD_FRAUD,2028-05-09,ML Decision
UID_35754,USER_ID,HARD_FRAUD,2027-01-28,Manual Review
ACC_594766,ACCOUNT_ID,VELOCITY_BREACH,2025-06-28,External Feed
UID_21728,USER_ID,HARD_FRAUD,2027-10-04,External Feed
UID_61279,USER_ID,SANCTIONS,2027-01-30,External Feed
UID_68574,USER_ID,HARD_FRAUD,2027-01-20,ML Decision
UID_99836,USER_ID,SPOOFING,2026-03-27,ML Decision
ACC_381091,ACCOUNT_ID,SANCTIONS,2025-10-31,Manual Review
UID_15003,USER_ID,HARD_FRAUD,2027-05-14,External Feed
UID_45562,USER_ID,VELOCITY_BREACH,2026-05-13,Compliance
CARD_093273,CARD_HASH,SPOOFING,2027-08-23,Manual Review
CARD_093274,CARD_HASH,VELOCITY_BREACH,2026-12-23,ML Decision
ACC_522491,ACCOUNT_ID,SPOOFING,2025-10-29,Manual Review
UID_40364,USER_ID,SPOOFING,2027-11-13,ML Decision
CARD_093277,CARD_HASH,SANCTIONS,2026-10-29,Manual Review
135.34.124.79,IP_ADDRESS,HARD_FRAUD,2026-10-19,ML Decision
ACC_228239,ACCOUNT_ID,HARD_FRAUD,2025-11-14,Manual Review
ACC_573389,ACCOUNT_ID,HARD_FRAUD,2026-04-07,Compliance
CARD_093281,CARD_HASH,SPOOFING,2026-06-19,External Feed
CARD_093282,CARD_HASH,HARD_FRAUD,2026-11-18,External Feed
UID_42604,USER_ID,SPOOFING,2027-09-27,External Feed
UID_94971,USER_ID,HARD_FRAUD,2025-04-09,External Feed
MID_2332,MERCHANT_ID,SPOOFING,2026-12-21,ML Decision
UID_81501,USER_ID,SPOOFING,2027-02-24,ML Decision
UID_97722,USER_ID,HARD_FRAUD,2026-05-25,External Feed
ACC_143548,ACCOUNT_ID,SPOOFING,2027-01-14,Manual Review
UID_23785,USER_ID,HARD_FRAUD,2026-01-29,Manual Review
ACC_403669,ACCOUNT_ID,SPOOFING,2027-10-25,ML Decision
UID_35915,USER_ID,HARD_FRAUD,2026-04-24,Compliance
UID_24977,USER_ID,HARD_FRAUD,2026-04-09,ML Decision
35.44.190.115,IP_ADDRESS,SPOOFING,2027-10-08,Compliance
34.237.99.47,IP_ADDRESS,HARD_FRAUD,2026-09-20,Manual Review
UID_57587,USER_ID,HARD_FRAUD,2027-07-04,External Feed
MID_4062,MERCHANT_ID,SANCTIONS,2027-05-10,External Feed
ACC_232515,ACCOUNT_ID,HARD_FRAUD,2027-11-21,Manual Review
CARD_093298,CARD_HASH,SANCTIONS,2026-06-17,External Feed
MID_1528,MERCHANT_ID,VELOCITY_BREACH,2028-04-03,Manual Review
UID_24422,USER_ID,WATCHLIST,2026-03-06,ML Decision
UID_74591,USER_ID,HARD_FRAUD,2028-09-16,Manual Review
ACC_507678,ACCOUNT_ID,SPOOFING,2025-11-16,Manual Review
143.188.27.93,IP_ADDRESS,HARD_FRAUD,2027-01-08,ML Decision
ACC_119494,ACCOUNT_ID,SPOOFING,2025-05-18,Manual Review
CARD_093305,CARD_HASH,SANCTIONS,2025-11-22,Manual Review
ACC_426867,ACCOUNT_ID,HARD_FRAUD,2027-07-19,Manual Review
CARD_093307,CARD_HASH,SPOOFING,2027-04-28,Manual Review
UID_19899,USER_ID,WATCHLIST,2027-01-12,ML Decision
MID_6882,MERCHANT_ID,VELOCITY_BREACH,2027-04-11,Compliance
ACC_474028,ACCOUNT_ID,SPOOFING,2027-07-10,ML Decision
UID_50927,USER_ID,WATCHLIST,2027-02-15,Manual Review
ACC_308244,ACCOUNT_ID,HARD_FRAUD,2028-04-05,Manual Review
UID_46734,USER_ID,WATCHLIST,2027-04-12,ML Decision
85.38.76.137,IP_ADDRESS,VELOCITY_BREACH,2026-02-09,ML Decision
UID_68920,USER_ID,WATCHLIST,2027-08-03,Manual Review
UID_59398,USER_ID,HARD_FRAUD,2027-04-18,ML Decision
ACC_974707,ACCOUNT_ID,HARD_FRAUD,2027-03-15,ML Decision
ACC_358134,ACCOUNT_ID,HARD_FRAUD,2026-12-01,ML Decision
MID_7028,MERCHANT_ID,SANCTIONS,2025-07-26,ML Decision
68.191.237.203,IP_ADDRESS,VELOCITY_BREACH,2027-12-16,ML Decision
CARD_093321,CARD_HASH,SPOOFING,2026-07-12,ML Decision
MID_4885,MERCHANT_ID,HARD_FRAUD,2025-11-23,External Feed
MID_8455,MERCHANT_ID,SPOOFING,2027-04-29,ML Decision
4.107.135.142,IP_ADDRESS,HARD_FRAUD,2026-06-30,Manual Review
CARD_093325,CARD_HASH,WATCHLIST,2025-11-09,Manual Review
132.133.23.162,IP_ADDRESS,SPOOFING,2026-04-06,External Feed
UID_48983,USER_ID,SANCTIONS,2025-04-06,Manual Review
ACC_264031,ACCOUNT_ID,SANCTIONS,2026-10-14,ML Decision
UID_80691,USER_ID,VELOCITY_BREACH,2028-10-03,Manual Review
ACC_324352,ACCOUNT_ID,HARD_FRAUD,2028-02-15,External Feed
UID_18835,USER_ID,SPOOFING,2028-04-27,ML Decision
52.101.23.162,IP_ADDRESS,HARD_FRAUD,2027-08-19,Manual Review
UID_99484,USER_ID,HARD_FRAUD,2026-05-09,External Feed
ACC_370186,ACCOUNT_ID,HARD_FRAUD,2028-04-15,Manual Review
78.62.48.225,IP_ADDRESS,HARD_FRAUD,2027-03-26,Manual Review
UID_53370,USER_ID,HARD_FRAUD,2026-05-21,Manual Review
ACC_468242,ACCOUNT_ID,HARD_FRAUD,2027-07-26,ML Decision
UID_78545,USER_ID,VELOCITY_BREACH,2026-06-26,Manual Review
210.15.152.178,IP_ADDRESS,VELOCITY_BREACH,2028-10-03,ML Decision
ACC_480098,ACCOUNT_ID,SPOOFING,2026-01-14,External Feed
UID_84739,USER_ID,HARD_FRAUD,2028-06-11,Manual Review
216.177.75.49,IP_ADDRESS,HARD_FRAUD,2026-09-17,External Feed
UID_20399,USER_ID,HARD_FRAUD,2026-04-08,Manual Review
177.14.24.77,IP_ADDRESS,HARD_FRAUD,2026-10-12,ML Decision
146.111.138.25,IP_ADDRESS,SANCTIONS,2027-11-06,External Feed
ACC_619159,ACCOUNT_ID,SPOOFING,2027-03-08,Manual Review
UID_90666,USER_ID,WATCHLIST,2025-06-11,Manual Review
UID_52220,USER_ID,SPOOFING,2026-06-02,Compliance
CARD_093349,CARD_HASH,SPOOFING,2027-04-01,ML Decision
UID_24618,USER_ID,HARD_FRAUD,2027-05-20,External Feed
55.227.36.242,IP_ADDRESS,HARD_FRAUD,2026-01-18,External Feed
245.253.10.157,IP_ADDRESS,HARD_FRAUD,2027-09-28,Manual Review
MID_2407,MERCHANT_ID,HARD_FRAUD,2027-11-07,ML Decision
ACC_130769,ACCOUNT_ID,VELOCITY_BREACH,2027-01-16,ML Decision
UID_45991,USER_ID,SPOOFING,2027-04-13,ML Decision
UID_31235,USER_ID,SANCTIONS,2028-05-13,ML Decision
ACC_163410,ACCOUNT_ID,HARD_FRAUD,2025-12-22,ML Decision
ACC_335951,ACCOUNT_ID,VELOCITY_BREACH,2027-11-11,ML Decision
ACC_966809,ACCOUNT_ID,SANCTIONS,2027-09-18,ML Decision
ACC_953704,ACCOUNT_ID,SANCTIONS,2027-03-31,Manual Review
UID_59731,USER_ID,HARD_FRAUD,2027-05-04,External Feed
ACC_187405,ACCOUNT_ID,HARD_FRAUD,2027-05-13,ML Decision
UID_48508,USER_ID,HARD_FRAUD,2027-06-26,External Feed
141.145.168.81,IP_ADDRESS,HARD_FRAUD,2026-10-02,ML Decision
UID_56041,USER_ID,VELOCITY_BREACH,2028-06-12,ML Decision
221.72.28.226,IP_ADDRESS,WATCHLIST,2027-04-07,ML Decision
UID_17316,USER_ID,WATCHLIST,2028-01-24,ML Decision
ACC_421475,ACCOUNT_ID,VELOCITY_BREACH,2028-08-13,ML Decision
MID_9903,MERCHANT_ID,WATCHLIST,2026-09-16,Manual Review
MID_8173,MERCHANT_ID,HARD_FRAUD,2025-02-16,External Feed
ACC_155013,ACCOUNT_ID,WATCHLIST,2027-11-09,Compliance
ACC_660040,ACCOUNT_ID,SPOOFING,2027-03-05,ML Decision
MID_1865,MERCHANT_ID,HARD_FRAUD,2025-09-30,ML Decision
ACC_827735,ACCOUNT_ID,SANCTIONS,2028-06-02,Compliance
UID_94275,USER_ID,HARD_FRAUD,2027-06-27,ML Decision
UID_20355,USER_ID,SPOOFING,2026-04-28,Manual Review
ACC_527178,ACCOUNT_ID,HARD_FRAUD,2028-07-28,Manual Review
5.253.75.51,IP_ADDRESS,HARD_FRAUD,2026-01-30,ML Decision
MID_1395,MERCHANT_ID,HARD_FRAUD,2028-10-10,External Feed
249.173.29.34,IP_ADDRESS,SPOOFING,2027-11-07,Manual Review
ACC_851801,ACCOUNT_ID,HARD_FRAUD,2026-03-09,ML Decision
ACC_619740,ACCOUNT_ID,HARD_FRAUD,2028-01-12,ML Decision
UID_47007,USER_ID,HARD_FRAUD,2028-04-24,ML Decision
UID_87245,USER_ID,HARD_FRAUD,2027-10-29,Compliance
UID_39743,USER_ID,WATCHLIST,2026-03-16,ML Decision
MID_7420,MERCHANT_ID,HARD_FRAUD,2028-04-12,Manual Review
ACC_853791,ACCOUNT_ID,HARD_FRAUD,2028-01-05,External Feed
UID_34670,USER_ID,SPOOFING,2025-12-15,ML Decision
ACC_417296,ACCOUNT_ID,HARD_FRAUD,2026-12-20,ML Decision
173.225.57.162,IP_ADDRESS,SPOOFING,2027-05-01,ML Decision
CARD_093391,CARD_HASH,HARD_FRAUD,2026-12-23,External Feed
191.78.16.128,IP_ADDRESS,HARD_FRAUD,2028-02-14,ML Decision
ACC_310489,ACCOUNT_ID,SANCTIONS,2026-09-25,Manual Review
UID_27698,USER_ID,HARD_FRAUD,2027-06-01,Manual Review
ACC_807049,ACCOUNT_ID,SANCTIONS,2025-12-19,Manual Review
ACC_458248,ACCOUNT_ID,HARD_FRAUD,2025-12-08,External Feed
ACC_346003,ACCOUNT_ID,SANCTIONS,2028-05-31,ML Decision
UID_90605,USER_ID,HARD_FRAUD,2028-04-24,ML Decision
ACC_820362,ACCOUNT_ID,SPOOFING,2026-12-15,ML Decision
UID_85583,USER_ID,VELOCITY_BREACH,2026-03-22,Compliance
MID_8844,MERCHANT_ID,HARD_FRAUD,2026-08-17,ML Decision
MID_4987,MERCHANT_ID,VELOCITY_BREACH,2025-11-02,ML Decision
ACC_819946,ACCOUNT_ID,SPOOFING,2027-07-30,ML Decision
ACC_848302,ACCOUNT_ID,VELOCITY_BREACH,2027-05-30,ML Decision
CARD_093405,CARD_HASH,SPOOFING,2027-11-04,ML Decision
252.98.139.186,IP_ADDRESS,HARD_FRAUD,2026-08-21,Manual Review
186.201.248.59,IP_ADDRESS,HARD_FRAUD,2026-03-02,Compliance
ACC_343975,ACCOUNT_ID,SANCTIONS,2027-03-28,Manual Review
CARD_093409,CARD_HASH,HARD_FRAUD,2027-09-06,Compliance
UID_45795,USER_ID,WATCHLIST,2027-05-24,Compliance
UID_80083,USER_ID,HARD_FRAUD,2028-06-05,External Feed
UID_85138,USER_ID,SPOOFING,2025-12-25,External Feed
ACC_428822,ACCOUNT_ID,HARD_FRAUD,2028-07-18,Manual Review
UID_34566,USER_ID,HARD_FRAUD,2027-06-23,Manual Review
ACC_579636,ACCOUNT_ID,HARD_FRAUD,2026-09-16,Manual Review
ACC_765362,ACCOUNT_ID,SPOOFING,2025-12-04,Manual Review
MID_5113,MERCHANT_ID,HARD_FRAUD,2027-01-12,ML Decision
214.132.210.83,IP_ADDRESS,HARD_FRAUD,2028-10-19,Compliance
ACC_326604,ACCOUNT_ID,SANCTIONS,2026-08-13,ML Decision
35.238.13.88,IP_ADDRESS,SPOOFING,2026-02-25,Manual Review
ACC_184546,ACCOUNT_ID,SANCTIONS,2028-06-27,ML Decision
UID_30107,USER_ID,HARD_FRAUD,2028-03-21,ML Decision
UID_71725,USER_ID,HARD_FRAUD,2026-11-26,Manual Review
51.135.100.48,IP_ADDRESS,HARD_FRAUD,2028-09-28,Manual Review
MID_7314,MERCHANT_ID,HARD_FRAUD,2028-10-12,ML Decision
UID_23986,USER_ID,SPOOFING,2028-09-16,ML Decision
UID_64397,USER_ID,SPOOFING,2026-07-12,ML Decision
UID_47757,USER_ID,SANCTIONS,2025-12-24,External Feed
CARD_093429,CARD_HASH,WATCHLIST,2027-01-03,ML Decision
ACC_104907,ACCOUNT_ID,SANCTIONS,2028-08-07,ML Decision
MID_2029,MERCHANT_ID,SPOOFING,2026-12-12,ML Decision
UID_99671,USER_ID,HARD_FRAUD,2028-09-25,ML Decision
UID_28892,USER_ID,SPOOFING,2026-04-12,ML Decision
MID_5308,MERCHANT_ID,WATCHLIST,2026-12-20,Compliance
UID_70354,USER_ID,HARD_FRAUD,2028-10-07,ML Decision
UID_62324,USER_ID,HARD_FRAUD,2027-06-13,ML Decision
MID_2470,MERCHANT_ID,SANCTIONS,2027-12-26,ML Decision
UID_72575,USER_ID,VELOCITY_BREACH,2027-03-21,ML Decision
36.188.11.95,IP_ADDRESS,VELOCITY_BREACH,2028-05-02,Compliance
UID_13124,USER_ID,SANCTIONS,2028-06-22,ML Decision
UID_21991,USER_ID,HARD_FRAUD,2026-10-02,Manual Review
MID_7036,MERCHANT_ID,HARD_FRAUD,2028-04-16,External Feed
239.154.113.68,IP_ADDRESS,SPOOFING,2027-07-05,Manual Review
235.125.132.213,IP_ADDRESS,WATCHLIST,2027-09-05,Manual Review
ACC_569945,ACCOUNT_ID,SANCTIONS,2025-03-03,External Feed
CARD_093446,CARD_HASH,HARD_FRAUD,2026-01-22,External Feed
UID_30782,USER_ID,HARD_FRAUD,2026-11-16,Manual Review
MID_5780,MERCHANT_ID,SPOOFING,2025-12-05,ML Decision
ACC_955836,ACCOUNT_ID,VELOCITY_BREACH,2027-01-20,External Feed
205.104.37.59,IP_ADDRESS,SANCTIONS,2027-08-08,ML Decision
ACC_898334,ACCOUNT_ID,HARD_FRAUD,2025-03-20,ML Decision
ACC_230846,ACCOUNT_ID,HARD_FRAUD,2027-08-07,Manual Review
UID_60822,USER_ID,HARD_FRAUD,2028-02-11,ML Decision
102.199.33.165,IP_ADDRESS,HARD_FRAUD,2026-06-18,Manual Review
UID_21021,USER_ID,HARD_FRAUD,2026-10-17,External Feed
UID_43000,USER_ID,SPOOFING,2027-05-17,ML Decision
7.33.11.120,IP_ADDRESS,VELOCITY_BREACH,2028-04-20,Manual Review
UID_28057,USER_ID,SPOOFING,2027-02-07,ML Decision
UID_42863,USER_ID,SPOOFING,2026-03-08,ML Decision
90.179.131.166,IP_ADDRESS,SANCTIONS,2028-04-18,ML Decision
ACC_368974,ACCOUNT_ID,SPOOFING,2026-06-09,Manual Review
ACC_693999,ACCOUNT_ID,HARD_FRAUD,2025-08-14,ML Decision
UID_42281,USER_ID,VELOCITY_BREACH,2027-01-20,ML Decision
UID_59268,USER_ID,SPOOFING,2025-11-02,External Feed
UID_54267,USER_ID,HARD_FRAUD,2025-07-21,External Feed
UID_46551,USER_ID,VELOCITY_BREACH,2028-04-01,External Feed
215.120.49.56,IP_ADDRESS,VELOCITY_BREACH,2026-11-25,ML Decision
UID_72679,USER_ID,SANCTIONS,2027-07-22,External Feed
UID_85927,USER_ID,HARD_FRAUD,2028-02-23,ML Decision
ACC_187263,ACCOUNT_ID,SPOOFING,2026-06-12,ML Decision
MID_4004,MERCHANT_ID,HARD_FRAUD,2026-01-23,ML Decision
ACC_421415,ACCOUNT_ID,SPOOFING,2026-07-08,ML Decision
CARD_093473,CARD_HASH,HARD_FRAUD,2027-06-15,Manual Review
143.75.220.228,IP_ADDRESS,SPOOFING,2027-08-13,ML Decision
CARD_093475,CARD_HASH,SANCTIONS,2027-08-20,ML Decision
198.202.141.122,IP_ADDRESS,HARD_FRAUD,2025-11-15,Manual Review
76.189.251.226,IP_ADDRESS,SANCTIONS,2027-09-30,External Feed
MID_4706,MERCHANT_ID,WATCHLIST,2027-06-22,ML Decision
ACC_578257,ACCOUNT_ID,SPOOFING,2028-02-29,Manual Review
ACC_759469,ACCOUNT_ID,WATCHLIST,2028-05-28,External Feed
UID_67857,USER_ID,VELOCITY_BREACH,2027-11-10,Manual Review
ACC_786314,ACCOUNT_ID,HARD_FRAUD,2028-04-07,ML Decision
UID_29240,USER_ID,SANCTIONS,2026-07-24,External Feed
UID_45558,USER_ID,HARD_FRAUD,2027-09-25,External Feed
ACC_449527,ACCOUNT_ID,HARD_FRAUD,2028-07-09,ML Decision
UID_39136,USER_ID,SANCTIONS,2027-03-24,External Feed
ACC_761723,ACCOUNT_ID,VELOCITY_BREACH,2026-01-17,ML Decision
170.67.3.29,IP_ADDRESS,SPOOFING,2028-10-18,Manual Review
ACC_902866,ACCOUNT_ID,HARD_FRAUD,2026-12-17,External Feed
UID_37809,USER_ID,HARD_FRAUD,2025-02-07,Manual Review
86.168.215.176,IP_ADDRESS,SPOOFING,2028-05-05,ML Decision
UID_24709,USER_ID,SANCTIONS,2027-09-12,ML Decision
UID_55198,USER_ID,SPOOFING,2028-08-08,Manual Review
61.83.253.136,IP_ADDRESS,SANCTIONS,2027-10-26,ML Decision
157.200.204.203,IP_ADDRESS,SPOOFING,2026-03-13,Compliance
79.196.15.126,IP_ADDRESS,SANCTIONS,2027-01-26,Manual Review
ACC_440681,ACCOUNT_ID,VELOCITY_BREACH,2026-04-29,Manual Review
ACC_202024,ACCOUNT_ID,WATCHLIST,2027-08-29,ML Decision
UID_89549,USER_ID,HARD_FRAUD,2028-05-27,ML Decision
CARD_093500,CARD_HASH,HARD_FRAUD,2026-09-19,Manual Review
MID_4945,MERCHANT_ID,VELOCITY_BREACH,2027-09-21,ML Decision
219.228.22.95,IP_ADDRESS,WATCHLIST,2026-10-23,ML Decision
106.43.104.180,IP_ADDRESS,SPOOFING,2026-03-08,External Feed
52.12.151.155,IP_ADDRESS,HARD_FRAUD,2026-01-25,Manual Review
ACC_523681,ACCOUNT_ID,SPOOFING,2026-08-10,Manual Review
UID_82009,USER_ID,HARD_FRAUD,2026-05-06,External Feed
ACC_987801,ACCOUNT_ID,SPOOFING,2028-06-13,Manual Review
UID_75933,USER_ID,SPOOFING,2025-07-26,ML Decision
MID_2783,MERCHANT_ID,SANCTIONS,2028-06-03,Manual Review
UID_40565,USER_ID,VELOCITY_BREACH,2027-07-26,ML Decision
MID_6346,MERCHANT_ID,SPOOFING,2028-02-26,External Feed
UID_52398,USER_ID,SPOOFING,2026-11-28,Manual Review
